TrialID	BlockCount	TrialStimIndices	TrialStimLocations	TrialStimTokenReward	RandomizedLocations
 VSn0.TDSIM0	1	[56]	[[5.00,0.00, 0.0]]	[[{"NumTokens":2,"Probability":1}]]	FALSE
 VSn0.TDSIM0	1	[56]	[[15.00,0.00, 0.0]]	[[{"NumTokens":2,"Probability":1}]]	FALSE
 VSn0.TDSIM0	1	[56]	[[20.00,-11.40, 0.0]]	[[{"NumTokens":2,"Probability":1}]]	FALSE
 VSn0.TDSIM0	1	[56]	[[0.00,-7.60, 0.0]]	[[{"NumTokens":2,"Probability":1}]]	FALSE
 VSn0.TDSIM0	1	[56]	[[-15.00,-11.40, 0.0]]	[[{"NumTokens":2,"Probability":1}]]	FALSE
 VSn0.TDSIM0	1	[56]	[[5.00,0.00, 0.0]]	[[{"NumTokens":2,"Probability":1}]]	FALSE
 VSn0.TDSIM0	1	[56]	[[5.00,-7.60, 0.0]]	[[{"NumTokens":2,"Probability":1}]]	FALSE
 VSn0.TDSIM0	1	[56]	[[5.00,-11.40, 0.0]]	[[{"NumTokens":2,"Probability":1}]]	FALSE
 VSn0.TDSIM0	1	[56]	[[-10.00,11.40, 0.0]]	[[{"NumTokens":2,"Probability":1}]]	FALSE
 VSn0.TDSIM0	1	[56]	[[-20.00,3.80, 0.0]]	[[{"NumTokens":2,"Probability":1}]]	FALSE
 VSn09.TDSIM2	1	[56,49,16,4,44,60,57,8,52,24]	[[0.00,7.60, 0.0],[10.00, -11.40, 0.0],[0.00, -7.60, 0.0],[-5.00, -7.60, 0.0],[-10.00, 7.60, 0.0],[0.00, 11.40, 0.0],[10.00, 7.60, 0.0],[-5.00, -11.40, 0.0],[-5.00, 7.60, 0.0],[-5.00, 3.80, 0.0]]	[[{"NumTokens":2,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}]]	FALSE
 VSn09.TDSIM1	1	[56,33,29,30,38,4,32,27,50,20]	[[-5.00,-7.60, 0.0],[5.00, -3.80, 0.0],[-20.00, -11.40, 0.0],[0.00, 11.40, 0.0],[-15.00, -3.80, 0.0],[-5.00, 0.00, 0.0],[10.00, 3.80, 0.0],[-15.00, 11.40, 0.0],[5.00, -7.60, 0.0],[20.00, -11.40, 0.0]]	[[{"NumTokens":2,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}], [{"NumTokens":0,"Probability":1}]]	FALSE
